京东速度就是快,0
一直信赖已成习惯,0
感觉比在体验店的要轻,0
刚开始多次出现鼠标动,0
操作界面不动,0
部分设置自动恢复至初始状态,0
升了专业版似乎好用些了,0
开盖时麻烦,0
不易开启,0
虽然自动检测调整至150%显示,0
主界面清晰,0
但应用安装界面文字不清晰,1
旧电脑i3-4010u-4G-128GSD,0
同时开4k蓝光原盘,0
CAD,0
DNG,0
excel,0
20M+,0
内存占用70%,0
考虑到8G得再加10块,0
所以选择了4G,0
不知道能用多久,0
电脑做工很好 支持华为 非常轻薄,1
618购买是最划算的,0
等了很久才下单,0
赚了,0
很轻薄,1
喜欢,0
一直是华为的忠实粉丝,0
一如既往的精细,0
好用,0
老婆很喜欢,0
很薄很轻,1
速度也很快,0
挺好的,0
我用电脑不多,0
本很轻薄,1
惊艳,1
国货也不错,0
质量非常好,0
与卖家描述的完全一致,0
非常满意 真的很喜欢,0
完全超出期望值,0
发货速度 非常快,0
包装非常仔细,0
严实,0
物流公司服务 态度很好,0
运送速度很快,0
很满意的 一次购物,0
喜欢喜欢 哈,0
满意的小本 特别感谢快递小哥 第一次送货因为我手机未接到 下午又第二次配送,0
宝贝收到了,0
很满意,0
和描述的一样,0
服务也非常好,0
继续支持京东,0
电脑很不错,0
使用一段时间后才来评价的,0
只是没有收到发票,0
请问发票可以追加吗,0
因为是公司买的,0
用了一段时间了,0
外观内在都很不错,1
轻巧,1
男式小单肩包也能装下,0
关键是太便携了,1
比A4纸还小,0
正常使用一天不用充电,0
非常满意,0
外观很漂亮,1
轻薄正是我想要的,1
音响非常好,1
第一个本选的这样称心,0
太好了,0
电脑收到第4天上午,0
充电器无反应,0
并且供应商还没维修笔记本的地点,0
对京东略感失望,0
这次回国加上这个单子一共俩个单子出错,0
一个4件商品发成一件商品,0
一个收获第四天就有问题,0
 虽然都能通过售后服务解决,0
可我没那么多时间,0
3天后回欧洲,0
只能说,0
这次多京东 失望,0
无法保证商品和商铺品质和服务,0
华为做工棒的,1
非常漂亮,1
非正喜欢,0
还不错,0
超薄,1
好用,0
续航时间也很长,1
华为电脑现在越做越好,0
但唯一让我觉得不好的地方就是没有USB接口,0
每次都要掏出来丑的扩展坞会觉得很傻,0
这点非常不方便,0
非常非常好 值得每一个人入手,0
挺不错的,0
速度很快,0
电脑非常完美,0
对本次购物非常满意,0
很喜欢,0
真的很不错,0
虽然是第一次买华为的笔记本,0
但是感觉得到华为真的很用心在做每一款产品,0
支持华为,0
支持任正非,0
非常OK,0
很漂亮非常喜欢,1
很智能,0
和苹果有一拼,0
华为,0
世界品牌中国人的骄傲,0
不错,0
但是明我买的灰色,0
就成了金色,0
云里雾里了,0
正品,0
有优惠,0
值得购买,0
继续支持,0
习惯好评 用过在评价,0
拿到电脑后,0
一点不后悔自己的决定,0
真的是太好了,0
把电脑做成了工艺品,0
值得购买,0
支持国货没毛病,0
很满意 真的很薄 颜色很漂亮 颜值真的很高,1
不得不说包装真的是菜到家,0
几千块钱的东西,0
给我包个破塑料袋就送过来了,0
送过来盒子角都撞凹进去了,0
还好屏幕没碎,0
第一个音质不好,1
第二个直接有个音响没声音,1
第三个暂时没发现有什么问题,0
发热还能接受,1
毕竟也没散热器,0
玩游戏是不存在的,0
根本带不起,0
用了几天才来评论,0
笔记本确实很漂亮,1
挺好,0
支持国货支持华为,0
头天下单第二天就到货了,0
宝贝颜值很高,1
配置也很棒,0
到手打开后惊艳全场,0
太漂亮了,1
启动速度及操作速度都很快,1
屏幕还是自适应控制,0
非常推荐,0
电脑很好,0
质量不错,0
颜色也非常正,0
女儿喜欢,0
京东的物流非常棒,0
服务态度特别好,0
超薄的电脑,1
女儿说使用起来非常的舒服,0
手感也很不错,1
画质比较清晰,1
音量效果特别棒,1
没有一点杂音,1
华为的电脑没有让我失望,0
国产的东西就是非常的棒,0
支持国产,0
内存大,1
运行快,1
待机时间也非常的强,1
总之,0
拿到手简直就是给我一个特别大的惊喜,0
第一资买华为笔记本,0
发货很快,0
外观不错,1
性能具体使用后再谈,0
东西很好,0
包装也不错,0
尤其是快递小哥,0
很快就已经送到了,0
很好,0
性价比高,1
送货速度奇快,0
可能之前的客户反应包装简单,0
这次弄了个很大的纸箱,0
目测装10台都绰有余,0
好吧,0
有点莫名,0
机器是很惊艳的,1
主要看中它的薄与轻,1
工作用,0
主要是文字处理,0
所以没买太好的,0
基本配置已经够用了,0
易携带就成最重要的选购指标,0
开机速度挺快,1
win10用起来没win7习惯,0
需要适应一下,0
然后,0
购机前特地问过客服,0
告诉我,0
晒单也没有赠品,0
好吧,0
但我还是拍了照,0
挺好看的,0
大家欣赏一下,0
然后,0
刚去瞄了一眼,0
貌似618最后一天又有新优惠了,0
虽然只是优惠了50元,0
但予以谴责,0
哈,0
我爱东哥,0
高大上,0
很漂亮,1
值得购买,0
好评,0
超级完美,0
超级喜欢,0
支持国货,0
开启速度快,1
反应灵敏,1
音响巨好,1
谁买谁喜欢,0
买之前是犹豫不定,0
现在感觉是买对了,0
超级本外观漂亮,1
开机和关机速度很快,1
运行比较流畅,1
家用和办公二合一,0
比苹果便宜多了,0
品质保证,0
自带W10和ofice 2016 正版,0
Matebokx很精至,0
又轻又薄,1
很喜欢,0
正在学习使用中,0
希望能送蓝牙鼠标,0
速度很快,0
很薄,1
正好能在世界杯前收到,0
体验了下效果不错,0
華為筆記本電腦還是挺驚豔的,0
直郵香港不錯,0
華為大陸賣得最便宜,0
颜值高,1
够轻薄,1
工作使用很方便,0
除了充电时会发热,1
这点外其他都很好,0
物流快,0
一直信赖华为,0
超薄,1
漂亮,1
运行速度快,1
颜值真的很高,1
也很轻薄,1
暂时一百个赞,0
自营的宝贝质量可靠,0
还好吧,0
我一直从京东买东西,0
习惯了他的服务和模式,0
去*都不适应了,0
京东物流真的给力,0
华为电脑真的开机速度快,1
还没开始使用,0
物流很快,0
我很喜欢,0
等使用过后再作评价,0
物流太快了,0
送人的没法拆包装,0
优点主要在于轻便,0
带着出门出差都很nice,0
一般处理文字工作也比较顺畅,0
物流很快,0
上午定下午就到,0
新本感觉不错,0
包装很精美,0
配备拓展坞,0
很适合商务人士,0
屏幕看起来非常舒适,1
运行也很流程,0
初次使用语音提示设置,0
很贴心,0
最主要是好看啊,1
这么漂亮,1
颜控不要放过,0
给媳妇买的,0
真的很薄很轻,1
很小,1
本来看的是i7处理器但是想着,0
老婆办公用,0
应该足够了,0
所以就买了,0
i5处理器,0
京东的物流速度是绝对核心竞争力,0
给力,0
收到了还没开机,0
轻薄美观性能优,1
挺好看的,1
感觉有那么一点小,1
刚到不知道用起来怎么样,0
重量挺轻,1
听说晒单送鼠标是不是真的,0
颜值棒哒,1
很喜欢,0
对于办公室工作的人很适合,0
有一些正版的免费的ofice 软件,0
但是对于我只是一个购物和看电影的工具,0
"虽然我已经有了iPad Mini 4,但是这个颜值真的征服了我",1
用了两天,0
很好,0
不能直接用有线鼠标,0
也不能直接插U盘,0
借助赠送的一个转换头来连接,0
速度快,0
清爽,0
挺漂亮的,1
给公司买的,0
应该是不错的吧,0
很小 裸机,1
颜值超高 ,1
性价比一般,1
配置并不高,0
喜欢外在的可以选购,0
这是绣花枕头 但是指纹解锁很好 外观很好 ,0
拿到的时候键盘坏的 不想换货 自己去维修店修了,0
不是大问题 联系售后虽也有说要解决 但真的 我嫌麻烦,0
这个应该能用两年 平时只做推送 写文档 所以应该能撑过去,0
我很喜欢它的颜值,1
好,0
心动了好久,0
终于下定决心买回来了,0
外观超漂亮,1
速度很快,0
屏幕够大,1
超级满意,0
外观漂亮,1
同事们纷打听从哪里买的,0
好,0
挺好的,0
给公司用的,0
可以可以,0
用着蛮不错的,0
大家都试了,0
挺准的,0
以后有需要再来,0
家里公司的东西都这里买的,0
挺划算的,0
还可以开发票,0
各种好,0
支持,0
本子很好,0
很快也很好看,1
总体来看是个物超所值的本子,1
新款电脑好看,1
好用,0
使用效果很好,0
很满意,0
很赞,0
质量非常,0
算是资深花粉啦,0
华为笔记本还不错 公司笔记本都是华为的 性价比高,1
电脑样子很漂亮,1
开机速度快,1
本来想买苹果,0
考虑到系统问题,0
总之没选错,0
期待质量,0
蛮好的,0
快递超赞 也被颜值惊艳到 华为的产品果然值得信赖~,1
非常经验,0
买的是低配,0
高配去实体店看了,0
摄像头在底部更帅,0
华为的东西做的确实棒,0
对比了小米和hp,0
还是觉得这个漂亮,1
就买了,0
非常满意,0
缺点是没有U*接口,0
必须用拓展坞,0
所以必须配蓝牙鼠标,0
屏幕经验,0
做工极致轻薄,1
略有发热不影响,0
总之就十分好评,0
朋友说性能一般,1
要不是激活就退了,0
收到商品,0
用后感觉非常满意,0
好小好精致好棒,1
第一次选择华为笔记本 ,0
看到还是很开心的一次购物,0
物流很快,0
本比想象要可爱,0
基本上达到了使用需求,0
而且还有指纹解锁和语音帮助功能,0
喜欢,0
目前使用还不错,0
买之前备选了好几款,0
后来朋友推荐了这款,0
经过几天的犹豫最终还是选择买了这款,0
收到后还是被惊艳了一回,0
小巧,1
轻便,1
性价比高,1
支持国产,0
用造手机的态度造电脑,0
果然刚开始就是高起点,0
虽然格稍贵,0
但做工绝对一流,1
本人有一台水果机,0
这台华为的和它比起来,0
丝毫不逊色,0
只是有一点,0
关机充电无法知道何时充满,0
不像苹果机充电线上有个灯,0
会由红变绿,0
非常方便,0
这点,0
华为需要改进,0
更人性化一些,0
送礼了,0
据说还不错,0
买来就是办公和看视频,0
其他都挺好,0
就是win10不是很用的惯,0
而且对话框都超级小,0
不错,0
就是开始更新的时候慢,0
配置不是太高,0
办公用,0
主要看中好看,1
轻薄,1
外观设计不错,1
大小合适,0
出差带着方便,0
不错,0
朋友反馈很赞 高清大屏 上网快 值得推荐,1
京东别的地方,0
价格少一些,0
还送一堆东西,0
但是还是觉得在自营买好点,0
虽然是个裸机,0
往后还要花几百买配件,0
就算是对京东的支持吧,0
但愿京东能一直诚信经营,0
把腐败在内部消除,0
样式很精美,1
用的她非常喜欢,0
超薄,1
经典,0
秒杀苹果air,0
非常满意的一次购物,0
颜值好,1
原装软件很好用,0
必须为中国华为点赞,0
笔记本做工真的很精致,1
比苹果,0
索尼一点不差,0
指纹锁非常方便,1
和华为手机指纹解锁一样快速,0
方便,0
屏幕真心艳丽,1
win10开机速度不要太快,0
日常办公,0
便携无可挑剔,1
影响效果是我用过笔记本中最好的,0
键盘两侧有两个音箱,0
形成了立体声,0
不像有些本声音到40%就破音了.最后,0
说下京东物流,0
确实很给力,0
前一天下的单,0
第二天上午中午到的货,0
这速度也没谁了.大爱,0
小巧,1
再便宜点更好,0
支持国货,0
秒杀苹果,0
产品很好,0
物超所值.值得拥有.,1
物流也很快.服务也很好.,0
对比了好多电脑,0
看了好几个型号,0
还是比较中意这款电脑,0
颜色,0
配置都是自己喜欢的,0
发货速度很快,0
收到后马上试用了,0
第一次开机有点慢,1
后面关了一次机,0
开机特快,1
键盘什么的也是灵敏度很好,1
手感不错,1
看后续用怎样再来反馈,0
漂亮,1
手感不错,1
刚拆封,0
很快很亮很好,0
非常喜欢,0
就是扩展唔有时插优盘无法显示在电脑上,0
无论如何,0
支持华为,0
快件速度特别快,0
服务态度很好,0
外观同照片里面的一模一样,0
用起来超好,0
刚开始系统更新的时候,0
机器底部热的厉害,1
都有点烫手了,1
不过装完更新,0
后续再使用看视频机器基本不热,0
看了2个多小时视频,0
2K显示效果一流,0
电池用了30%,0
显示还能用3个多小时,0
没有发热现象,1
指纹识别灵敏,1
不好的地方就是U盘接口没有,0
拓展坞只有一个U盘接口,0
接了无线鼠标,0
就没有办法插U盘,0
一般吧,0
才没到一个月,0
运行稍微有点卡了,1
刚买到手就跌价五百,0
坑人啊,0
电脑已经收到,0
办公用的,0
试了试,0
挺好用的,0
质量不错各方面都不错,0
给单位订的,0
很方便出差很好用,0
电脑真的很惊艳,1
又薄又小巧,1
屏幕占比却很大,1
流光金颜色够美够洋气,1
设置有语音向导,0
很简单,0
还有指纹识别,1
无论家用还是带着出差真的很方便,0
全家都用华为手机,0
又添加了华为电脑新成员,0
美,0
品质好,0
物流快,0
好用,0
品质好,0
超薄,1
超好用,0
做工精致,1
运行流畅,1
东西不错,0
是真品,0
华为笔记本电脑特别薄,1
特别轻,1
便于携带,0
很小巧,1
虽然比一般笔记本小了一点,1
13寸也可以,0
触摸屏灵敏,1
操作动画流畅,1
屏幕很清晰,1
按键很舒服,1
速度快,0
外观漂亮,1
很适合女生用,0
不错,0
电脑发热有点严重,1
物流包装都很满意,0
电脑用了这么多天,0
也很不错,0
携带也方便,0
看电影,0
行政办公足够用了,0
太棒了,0
超级喜欢,0
打开就有语音一路提示操作,0
方便快捷,0
不懂电脑的人都很快上手了,0
很轻薄,1
很喜欢,0
只是拍错了颜色,0
不换了要不还得一个礼拜,0
用了一段时间,0
还不错,0
就是续航没有那么长时间,1
这款电脑属于小款平板,0
携带便捷,0
特别钟意,0
在后续使用中,0
得特别注意保护,0
国产精品,0
支持华为,0
东西真心不错,0
支持国产,0
非常好,0
我就是要轻薄的,1
便于我出差外带,0
性能上,0
